뉴딜사업명,상위기관명,하위기관명,부서명,사업년도,상위사업분류,하위사업분류,사업유형,참여대상,전일근무 일근로시간,전일근무 시급,전일근무 계획인원,전일근무 금회선발인원,파트타임 일근로시간,파트타임 시급,파트타임 계획인원,파트타임 금회선발인원,근로기간 시작일자,근로기간 종료일자,사업목적,이런일을 합니다,근무조건,사업담당자 전화번호
도서관 사서 전문인력 지원사업,자치구,송파구,교육협력과,2018,문화,문화?예술?디자인?방송,자치구추긴,청년,8,9220,5,1,0,0,0,,20180302,20181231,○ 시민들에게 보다 나은 독서문화서비스를 제공하고자  관내 공공도서관에사서 전문인력을 배치하여 지원함으로써    구인자인 도서관이 원하는 맞춤형구직자를 제공하고 사서 전문인력들에게는 능력을 발휘할 수 있는 기회를    제공하고자 함   ○ 도서관 일자리 원스톱 채용 시스템을 마련하여 능력 있는 뉴딜일자리 참여자가 실력을 우선적으로 발휘할 수 있도록    적극 지원하고 민간일자리 리스트 발굴 및 연계     ,"○ 도서관 회원등록 및 도서 대출？반납서비스 ○ 도서등록 및 색인 작업, 도서정리  ○ 독서문화프로그램 진행 기획 및 지원"," ○ 참여대상 : 만18세이상 ~ 39세이하 청년    ○ 근로조건 : 주5일, 1일 8시간(월요일 휴관, 주말근무 있음)   ○ 급여 : 시급 9220원(주?연차수당 지급)   ○ 근로장소 : 송파구 관내 구립도서관   ○ 우대조건 : 사서자격증 소지자, 문헌정보학과 전공자, 전산관련자격증 소지자 우대",02-2147-2382
도봉구 청년 문화사업가 인턴,자치구,도봉구,교육지원과,2018,경제,기획?회계?사무,자치구추긴,청년,7,9220,4,2,0,0,0,,20180302,20181231,"○ 청소년 활동에 관심있는 지역 청년들이 전문 분야 교육을 받고 문화 공간 관리 및 문화프로그램을 직접 기획, 운영을 경험함으로써 지역 내 문화 기관, 청소년시설 등의 지역 문화 공간  취업에 앞서 문화 사업 활동 운영 역량이 증진된다. ○ 관련 분야 직접 일자리 창출을 통해 청년 참여자들의 삶의 질을 향상시키고 전문적인 교육을 받은 청년들이 지역 내 서비스를 제공함으로써 지역 내 공공서비스의 질 향상  ",○도봉청소년누리터 자율공간 관리 및 운영 ○창동청소년문화의집 문화 공간 관리 및 운영 ○문화프로그램 기획 및 운영 업무 등," ○ 참여대상 : 만18세이상 ~ 39세이하 청년  ○ 근로조건 : 1일 7시간, 주 5일 근무   ○ 급      여 : 1일 64,540원(주?연차수당 지급)  ○ 근로장소 : 도봉청소년누리터위드, 창동청소년문화의집  ○ 근로기간 : 2018. 3.2 ~ 2018. 12.31  ○ 우대요건 : 청소년지도사, 사회복지사 자격증 소지자 우대",02-2091-2364
청년커뮤니티 매니저,자치구,강동구,사회적경제과,2018,경제,기획?회계?사무,자치구추긴,청년,7,9220,3,3,0,0,0,,20180302,20181231,"< 사업목적 >  - 청년 당사자 발굴과 청년공간 운영지원으로 지역 청년 커뮤니티 활성화  - 지역의 다양한 청년 활동 소셜 아카이브 작업을 통해 참여자 능력 향상 < 사업내용 >  - 청년 공간운영지원 : 청년 커뮤니티 프로그램 기획. 운영 지원  - 지역 청년네트워크 활성화 : 청년과 지역을 잇는 다양한 활동 지원, 청년사업홈페이지,블로그등 관리  - 청년기자단 양성 : 청년활동 기사작성 및 청년활동 컨텐츠 제작.배포","○ 청년 커뮤니티 활동  및 강청넷 운영 사무국 지원 ○ 지역의 청년정책 홍보를 위한 소셜컨텐츠 제작 ○ 강동구 청년공간 청년마루 운영？관리 지원 ○ 청년공간 운영 및 기반조성, 프로그램 활성화 관련 지원"," ○ 참여대상 : 만18세이상 ~ 39세이하 청년   ○ 근로조건 : 주5일, 1일 7시간   ○ 급여 : 시급 9220원(주?연차수당 지급)   ○ 근로장소 : 강동구 청년마루    ○ 우대조건 : 이미지편집, 동영상 제작 가능자,  강동구 거주 청년 ",02-3425-5062
서울형 뉴딜일자리 청소년독서실 활성화 사업,자치구,동대문구,노인청소년과,2018,"교육,혁신",교육,자치구추긴,청년,8,9220,7,7,0,0,0,,20180302,20181231,"사업목적 ○ 저소득 청소년들의 면학여건 조성과 학습공간 마련을 목적으로 하며 독서실 이용 활성화를 위하여 열람실 외 책사랑방,    휴게실, 정보검색실 등을 운영하며 학습프로그램, 고민상담 등 진행  사업내용 ○ 청소년지도사 자격증을 갖춘 전문가를 활용 청소년독서실 운영 활성화 도모 ○ 사서 자격증을 갖춘 전문 인력을 활용하여 독서실 내 책사랑방 운영 활성화 도모 ","○저소득 청소년들의 면학여건 조성과 학습공간 마련을 위한 독서실 활성화 방안 마련 ○열람실 외 책사랑방, 휴게실, 정보검색실 등을 운영하며 학습프로그램, 고민상담 등 진행"," ○ 참여대상 : 만18세이상 ~ 39세이하 청년   ○ 근로조건 : 주5일, 1일 8시간 (화요일~토요일 근무)   ○ 급여 : 시급 9220원 (주?연차수당 지급)   ○ 근로장소 : 동대문구 구립청소년독서실   ○ 우대조건 :  아동 청소년분야 전공자 또는 근무경험자,청소년상담(지도) 자격증소지자, 사서 자격증 소지자 우대                     우대사항 증명서류(졸업증명서, 자격 및 경력 증명서류 등 제출)",02-2127-4244
찾아가는 복지상담사,자치구,중랑구,복지정책과,2018,복지,사회복지?보육?상담,자치구추긴,일반,8,9220,9,9,0,0,0,,20180302,20181231,"<목적> ○ 복지사각지대에 놓인 은둔취약계층 발굴 및 지원 ○ ‘찾아가는 동주민센터’ 시행에 따라 위기가구 발굴 및 방문대상자 확대로 현장방문이 증가함으로써 이에 대처하고자 사회복지사 인력 적극활용 및 사업의 조기정착 도모 ○ 현장경험을 통한 청년 사회복지전문가 역량강화 <내용> ○ 은둔취약계층 발굴 및 同사례관리 지원 ○ 저소득층 긴급상황 발생시 현장출동 지원 ○ 단전,단수 및 공공요금 장기체납자 조사지원","○복지사각지대 취약계층 위기가정 발굴 지원(현장방문 포함) ○저소득층 긴급상황(화재,수해,생활고 자살 등) 발생시 현장출동 지원 ○업무추진 관계공문원 행정업무"," ○ 참여대상 : 만18세이상   ○ 근로조건 : 주5일, 1일 8시간   ○ 급여 : 시급 9220원(주?연차수당 지급)   ○ 근로장소 : 동주민센터   ○ 우대조건 : 사회복지사, 및 상담사 자격증 소지자",02-2094-1639
도봉구 통합도서관 전문인력 양성,자치구,도봉구,문화체육과,2018,문화,문화?예술?디자인?방송,자치구추긴,청년,8,9220,8,8,0,0,0,,20180302,20181130,"*사업목적 ○공공도서관내 인력수요에 맞춰 부족한 인력을 배치하여 도서관의 원활한 운영을 통해 관내 지식정보 및 독서문화 서비스 확산에 기여 ○공공도서관 서비스 제공을 통해 참여자에게 업무경험 제공 및 직업 역량 배양 *사업내용 ○구립도서관 도서관 공간운영, 도서관리 및 문화프로그램 기획?운영 ○구립도서관 야간문화프로그램 운영관리 등  ○생활밀착형 공립작은도서관 운영 및 독서?문화프로그램 기획?운영 ","○구립도서관 공간운영, 도서관리 및 문화프로그램 기획?운영  ○생활밀착형 공립작은도서관 운영 및 독서?문화프로그램 기획?운영","○ 참여대상 : 만18세이상 ~ 39세이하 청년   ○ 근로조건 : 주5일근무 (1일 8시간 ), 주말 근무 가능자 ○ 급여 :시급 9,220원(주?연차수당 지급)  ○ 근로장소 : 구립도서관 및 관내 공립작은도서관  ○ 우대조건 : 사서자격증(준사서 이상) 필수  ",02-2091-2272
홍보 콘텐츠 제작 전문가,자치구,은평구,홍보담당관,2018,문화,문화?예술?디자인?방송,자치구추긴,청년,8,9220,2,1,0,0,0,,20180302,20181231,"<사업목적> ○ 다양한 홍보 콘텐츠 제작 기획 및 구성을 위한 전문 인력 양성 ○ 구정홍보 현장에서의 실무 운영 참여로 홍보전문가 기본역량 체득 ○ 사업 참여인력의 향후 관련분야 취업 활동 지원   <사업내용> ○ 구정 뉴스영상 기획?촬영 및 편집, SNS 동영상 플랫폼 관리 등 ○ 은평구 블로그 및 SNS 운영, 기획홍보, 캠페인 및 이벤트 진행 ○ 주요 이슈관련 카드뉴스 및 홍보 글 작성, 동영상 배포 등  ","○ 은평구 블로그 및 SNS 운영, 기획홍보, 캠페인 및 이벤트 진행 ○ 구정 뉴스영상 기획?촬영 및 편집, SNS 동영상 플랫폼 관리 등 ○ 주요 이슈관련 카드뉴스 및 홍보 글 작성, 동영상 배포 등","○ 참여대상 : 만18세이상 ~ 39세이하    ○ 근로조건 : 주5일, 1일 8시간  ○ 급여 : 시급 9220원(주?연차수당 지급)  ○ 근로장소 : 은평구 EBN방송국 및 홍보담당관 사무실  ○ 문의처 : 02-351-6144  ○ 우대조건 : 영상제작관련 근무경력 및 포토샵 일러스트 사용가능자 ",02-351-6144
2018. 복지코디네이터,자치구,도봉구,복지정책과,2018,복지,사회복지?보육?상담,자치구추긴,청년,6,0,13,13,0,0,0,,20180302,20180831,"*사업목적 : 복지사각지대 발굴을 통한 적절한 서비스 연계로 복지사회 구현 *사업내용  ○ 복지자원 발굴 (나눔이웃, 나눔가게) 및 나눔 동아리 운영 지원 ○ 복지대상자 적절한 복지자원 연계 ○ 복지사각지대 발굴 및 지원을 위한 지하방, 여관 등 취약계층 전수조사 ","○나눔가게발굴, 나눔이웃운영 ○취약계층 전수조사 (옥탑방, 지하방 등) ○저소득가정 상담, 복지자원연계 ○기타 동 주민센터에서 필요한 업무","○ 참여대상 : 만18세이상 ~ 39세이하 청년   ○ 근로조건 : 주5일, 1일 6시간  ○ 급여 : 시급 9,220원 (주?연차수당 지급)  ○ 근로장소 : 도봉구 내 13개 동 주민센터  ○ 우대조건 : 사회복지사 2급이상 자격증 소지자(필수), 컴퓨터자격증 소지자(우대)  ○ 문의처 : 02-2091-3022",02-2091-3023
자연사박물관 전문인력 양성,자치구,서대문구,서대문자연사박물관,2018,문화,문화?예술?디자인?방송,자치구추긴,일반,8,9220,9,5,0,9220,0,,20180302,20181231,"<사업목적> ○ 생물학 및 지질학 등 자연사관련 전공자의 학예사 소양교육 ○ 전시, 교육 및 수집 등 학예사 업무 수행으로 직무능력 배양 ○ 자연사도서관 사서, 시청각실 영상전문가 등 박물관 전문인력 양성  <사업내용> ○ 생물 및 화석 등 표본 수집 및 제작, 전시기획 및 전시운영, 교육프로그램 기획 및 운영 ○ 자연사도서관 운영 ○ 시청각실 및 가상체험실 운영, 홍보 사진 및 영상 촬영","○ 박물관 홍보영상제작, 자연사도서관 운영, 학예업무 등 ○ 생물 및 화석 등 표본 수집 및 제작, 전시기획 및 전시운영, ○ 교육프로그램 기획 및 운영, 자연사도서관 운영, 시청각실 및 가상체험실 운영, 홍보 사진 및 영상 촬영 등","○ 참여대상 :  만 18세 이상의 서울시민  ○ 근로조건 : 1일 8시간, 화~금, 주말 격주 근무  ○ 급여 : 시급 9,220원(주?연차수당 지급)  ○ 근로장소 : 서대문자연사박물관  ○ 자격요건 :공통자격 + 관련전공(지구과학, 생물학, 과학교육, 영상 및 전기, 사서 등)                  필수-관련전공(지구과학, 생물학, 영상, 전기, 사서 등)                  우대-관련 자격증 및 근무경력  ",02-330-8868
생생 구정소식 청년홍보단 서포터즈,자치구,구로구,홍보전산과,2018,문화,문화?예술?디자인?방송,자치구추긴,청년,7,9220,3,1,0,9220,0,,20180302,20181231,"사업목적 ○ 구정소식을 신속하고 정확하게 구민들에게 전달하여 구정에 대한 신뢰도 향상 ○ 다양한 홍보매체를 통해 구민과 쌍방향 소통함으로써 구정에 대한 관심도 증대  사업내용 ○ 구로구 소식지, SNS 등 다양한 홍보매체 활용 구정 홍보 ○ 기사 아이템 발굴, 기획기사에 대한 사전 조사, 취재 및 기사 작성 ○ 기획, 편집, 교정 등 구정 홍보를 위한 자료 제작 전 과정에 참여","○ 구로구 소식지, SNS 등 다양한 홍보매체로 구정 홍보  ○ 기사 아이템 발굴, 취재 및 기사 작성  ○ 카드뉴스, 홍보 동영상 제작 및 편집  ○ 기획, 제작, 편집, 교정 등 구정 홍보를 위한 자료 제작 전 과정에 참여"," ○ 참여대상 : 만18세이상 ~ 39세이하 청년  ○ 근로조건 : 주5일, 1일 7시간  ○ 급여 : 1일 64,540원(주?연차수당 지급)  ○ 근로장소 : 구로구청 홍보전산과(취재 필요 시 관내 출장 가능)  ○ 근로기간 : 2018.3.2~2018.12.31  ○ 자격요건 :  ○ 개인 SNS 활발히 운영중이거나 SNS 서포터즈 출신 우대  ○ 포토샵, 일러스트레이터 등 디자인 관련 편집 프로그램 활용자 우대  ○ 영상 제작 및 편집 가능자 우대",02-860-3398
동네방네 소통지기 홍보전문가 “마을청년PD”,자치구,도봉구,마을공동체과,2018,경제,마케팅?판매?부동산,자치구추긴,청년,7,9220,2,2,0,0,0,,20180302,20181231,*사업목적  ○ 마을의 홍보채널 구축에 필요한 인력을 발굴하여 환경적 특성을 반영한 지역밀착형 홍보전문가 양성  ○ 청?장년층 일자리 제공을 통한 활동과 교육으로 직무역량을 강화하여 향후 민간일자리로의 원활한 취업과 창업을 지원 *사업내용  ○ 청?장년층의 미디어 접근성을 활용하여 마을에서 발생하는 다양한 뉴스 및 화제를 발굴하고 언론 및 사회적 관계망을 통한 정보 공유,○ 마을에서 일어나고 있는 일들을 정리하여 SNS와 언론매체대상홍보 ○ 마을관련 행사 및 모임에 참석하여 진행과정에 대한 기록 및 아카이빙  ○ 기타 마을관련 사업운영 지원," ○ 참여대상 : 만18세이상 ~ 39세이하 청년(홍보관련 교육 및 자격증소지자 우대)  ○ 근로조건 : 주5일, 1일 7시간  ○ 급      여 : 1일 64,540원(주?연차수당 지급)  ○ 근로장소 : 도봉구청 마을공동체과  ○ 근로기간 : 2018년3월2일~12월31일  ○ 우대요건 :       - 홍보관련 자격증소지자 및 교육수료자 우대       - 홍보관련 활동경험자 우대      - 도봉구 거주 및 마을관련 활동경험자 우대",02-2091-2466
탈시설 발달장애인 활동서포터즈,본청,복지본부,장애인복지정책과,2018,복지,사회복지?보육?상담,시직접추진,일반,8,9220,20,9,0,0,0,,20180302,20181231,"□ 사업목적  ○ 탈시설 발달장애인 활동지원을 통한 지역사회 안정적 정착 기여  ○ 자립생활주택 코디네이터 업무 지원  ○ 탈시설 발달장애인 권익옹호 및 인권침해 모니터링 역할 수행 □ 사업내용  ○ 장애인자립생활주택에 거주하는 탈시설 발달장애인들이 지역사회에서 자립할 수 있도록 적응훈련 및 경험 지원    (※서울시 장애인 탈시설 정책의 일환, ’13년 시장방침 제220호) ","○ 발달장애인 일상지원활동(신체활동, 가사활동, 사회활동지원 등)     ○ 자립생활주택 코디네이터 업무보조     ○ 탈시설 발달장애인 인권침해 모니터링 등","○ 참여대상 : 만18세이상  (사회복지사자격증 소지자 및 활동보조교육 이수자 우대) ○ 근로조건 : 주5일, 1일8시간 ○  급여 : 시급 9,220원 (주?연차수당 지급) ○ 근로장소 : 자립생활주택 ○ 근로기간 : 2018년3월2일~12월31일 ○ 자격요건 : (우대조건) 사회복지전공자, 사회복지사자격증 소지자 활동보조인력 교육이수자 장애인관련 경력 1년 이상 ",02-2133-7457
